Price,Ticker,Open,High,Low,Close,Volume
Ticker,,GBTC,GBTC,GBTC,GBTC,GBTC
Date,,,,,,
2023-01-03,GBTC,7.425474166870117,7.443541049957275,7.235772132873535,7.407406806945801,3123511
2023-01-04,GBTC,7.479674816131592,7.633243083953857,7.344172954559326,7.570009231567383,2536580
2023-01-05,GBTC,7.560976028442383,7.669376850128174,7.416440963745117,7.633243083953857,2694992
2023-01-06,GBTC,7.50677490234375,7.850045204162598,7.452575206756592,7.813910961151123,2417467
2023-01-09,GBTC,7.971995830535889,8.879855155944824,7.967480182647705,8.717253684997559,6479160
2023-01-10,GBTC,8.766938209533691,8.98825740814209,8.536584854125977,8.925023078918457,2902886
2023-01-11,GBTC,8.703703880310059,8.997289657592773,8.364950180053711,8.852754592895508,2866577
2023-01-12,GBTC,9.218608856201172,10.153568267822266,8.94308853149414,9.47606086730957,8348219
2023-01-13,GBTC,9.308942794799805,10.325202941894531,9.232158660888672,10.225835800170898,6374106
2023-01-17,GBTC,10.858175277709961,11.246611595153809,10.207769393920898,10.587173461914062,7967743
2023-01-18,GBTC,10.785907745361328,10.840107917785645,9.494128227233887,9.783198356628418,6579787
2023-01-19,GBTC,9.525745391845703,10.722674369812012,9.521228790283203,10.352304458618164,4840468
2023-01-20,GBTC,10.388437271118164,11.065943717956543,10.140018463134766,11.002710342407227,5025337
2023-01-23,GBTC,11.115628242492676,11.580848693847656,10.731706619262695,11.09304428100586,6543920
2023-01-24,GBTC,11.11111068725586,11.156277656555176,10.686539649963379,10.813008308410645,3321443
2023-01-25,GBTC,10.627822875976562,11.01174259185791,10.252936363220215,10.939476013183594,3235650
2023-01-26,GBTC,11.025294303894043,11.120144844055176,10.668473243713379,11.05691146850586,2834474
2023-01-27,GBTC,10.98464298248291,11.345979690551758,10.894309043884277,11.165311813354492,2555510
2023-01-30,GBTC,11.147245407104492,11.228546142578125,10.704607009887695,10.740740776062012,5167697
2023-01-31,GBTC,10.794940948486328,11.08401107788086,10.785907745361328,10.97560977935791,2491082
2023-02-01,GBTC,10.98915958404541,11.463415145874023,10.713640213012695,11.427281379699707,2922480
2023-02-02,GBTC,11.612465858459473,12.014452934265137,11.309845924377441,11.680216789245605,6450268
2023-02-03,GBTC,11.485998153686523,11.635049819946289,11.102078437805176,11.129178047180176,3028752
2023-02-06,GBTC,11.016260147094727,11.065943717956543,10.758808135986328,10.776873588562012,1887103
2023-02-07,GBTC,10.772357940673828,11.002710342407227,10.614273071289062,10.97560977935791,2964103
2023-02-08,GBTC,11.029809951782227,11.038844108581543,10.53297233581543,10.614273071289062,2244000
2023-02-09,GBTC,10.587173461914062,10.650406837463379,9.539295196533203,9.60252857208252,5301312
2023-02-10,GBTC,9.607046127319336,9.783198356628418,9.539295196533203,9.638663291931152,3651882
2023-02-13,GBTC,9.534778594970703,9.620595932006836,9.277325630187988,9.385726928710938,2722777
2023-02-14,GBTC,9.385726928710938,9.87353229522705,9.304426193237305,9.801264762878418,2627132
2023-02-15,GBTC,10.054201126098633,11.065943717956543,10.018067359924316,10.993677139282227,3752509
2023-02-16,GBTC,10.862691879272461,11.454380989074707,10.731706619262695,10.740740776062012,4569696
2023-02-17,GBTC,10.53297233581543,11.09304428100586,10.505871772766113,11.020776748657227,3831991
2023-02-21,GBTC,11.020776748657227,11.09304428100586,10.704607009887695,10.731706619262695,2677280
2023-02-22,GBTC,10.578139305114746,10.731706619262695,10.198735237121582,10.460704803466797,3411553
2023-02-23,GBTC,10.745257377624512,10.767841339111328,10.460704803466797,10.740740776062012,1721274
2023-02-24,GBTC,10.645890235900879,10.713640213012695,10.117435455322266,10.352304458618164,2068097
2023-02-27,GBTC,10.600723266601562,10.767841339111328,10.316169738769531,10.379404067993164,1344784
2023-02-28,GBTC,10.361336708068848,10.632340431213379,10.325202941894531,10.42457103729248,1212497
2023-03-01,GBTC,10.53748893737793,10.731706619262695,10.39747142791748,10.39747142791748,1530206
2023-03-02,GBTC,10.383920669555664,10.442638397216797,10.144535064697266,10.39747142791748,1404340
2023-03-03,GBTC,9.950316429138184,10.39747142791748,9.837397575378418,10.162602424621582,3302070
2023-03-06,GBTC,10.144535064697266,10.740740776062012,10.063234329223633,10.632340431213379,3134692
2023-03-07,GBTC,10.632340431213379,12.186088562011719,10.298103332519531,11.653117179870605,8856000
2023-03-08,GBTC,11.427281379699707,12.231255531311035,11.291780471801758,11.96025276184082,5189616
