Date,ClosePrice,HighPrice,LowPrice,OpenPrice,VolumePrice
10/22/2021,13.406841278076172,14.068907955747628,13.202704771550223,14.068907955747628,3192300
10/25/2021,13.765460968017578,14.008217831213374,13.745598315785452,13.881322054680217,1267200
10/26/2021,13.594428062438965,13.782013603431961,13.561325041183162,13.702013670764874,1276800
10/27/2021,12.932361602783203,13.020637022406897,12.750293418268585,12.926844257515972,509200
10/28/2021,13.456496238708496,13.555806344906872,12.711672546872622,13.506151291807685,426900
10/29/2021,13.721324920654297,13.820633984524019,13.378152969520709,13.406842535258916,272400
11/1/2021,13.423393249511719,13.594426737038722,13.125463982604224,13.555806373951267,293000
11/2/2021,13.930978775024414,14.063391912349477,13.78753094650741,13.848220695737007,460600
11/3/2021,13.721324920654297,13.842703366934673,13.30201612578653,13.655117825748407,319300
11/4/2021,13.368221282958984,13.655116921339305,13.246842844717776,13.655116921339305,391100
11/5/2021,13.357187271118164,13.517187134149088,13.257878208780344,13.462014731299595,277100
11/8/2021,14.466147422790527,14.565457530304295,14.262562333782896,14.333734296880833,453700
11/9/2021,14.714421272277832,14.89648943438281,14.460628682852965,14.819248714800661,468700
11/10/2021,14.377874374389648,15.045458511374367,14.228910240901921,14.91856270967787,765900
11/11/2021,14.157182693481445,14.311665191482724,14.085459315464446,14.118562332062606,400400
11/12/2021,13.980632781982422,14.024770491105787,13.566841364328623,13.88684001855452,867200
11/15/2021,13.90339183807373,14.212355797136754,13.83718474925438,14.195803761850422,729300
11/16/2021,12.982016563415527,13.357186567923783,12.88270645397987,13.24132547513285,637000
11/17/2021,13.158567428588867,13.202705138170874,12.915809499724821,13.119947064245359,428700
11/18/2021,12.617879867553711,12.893740807748951,12.314432201943362,12.84408575432773,689100
11/19/2021,12.579258918762207,12.695121065153113,12.546155899361668,12.579258918762207,337700
11/22/2021,12.13788128,12.717188828195008,12.110295606106197,12.695120500351798,313400
11/23/2021,12.590291023254395,12.590291023254395,12.319947473639669,12.397188187150793,209800
11/24/2021,12.468914985656738,12.474432330862934,12.137881639566984,12.193054039302943,250000
11/26/2021,11.746160507202148,11.867538954126095,11.668918720681383,11.867538954126095,224300
11/29/2021,12.606846809387207,12.772362974000597,12.319951141886296,12.408226569990253,333700
11/30/2021,12.441329956054688,12.866156123924648,12.23719341722054,12.684087916598399,421500
12/1/2021,12.297880172729492,12.83304997233922,12.253741415820597,12.717187840105142,509200
12/2/2021,12.32546615600586,12.435810946424315,12.121328609429488,12.242708089354972,314500
12/3/2021,11.530988693237305,12.275813545807717,11.133749262951941,12.264778854107147,853100
12/6/2021,10.54892349243164,10.686853971372647,10.329337774282967,10.44961337922195,713700
12/7/2021,10.91305923461914,11.249608867977155,10.857886835803178,11.028920325039282,211000
12/8/2021,10.962714195251465,11.073057939620634,10.786162310074047,10.88547241663448,398000
12/9/2021,10.27802848815918,10.609613301749969,10.21237385952124,10.609613301749969,523900
12/10/2021,10.46616268157959,10.742023595138285,10.212371146222008,10.708920580162486,492700
12/13/2021,10.063407897949219,10.355820900297626,9.859271372725257,10.344786209116311,852800
12/14/2021,10.317198753356934,10.339267079585817,10.019268456822841,10.118578555667538,1104800
12/15/2021,10.631680488586426,10.69236917756956,10.041338267101276,10.295129817437498,786300
12/16/2021,10.333749771118164,10.548922003476802,10.26202639521588,10.521335280186776,438700
12/17/2021,9.953064918518066,10.21237386752426,9.798582386922757,10.052373989908459,179700
12/20/2021,10.146164894104004,10.18478526,9.811270576340599,9.848235630293487,445200
12/21/2021,10.48271656036377,10.556095256379193,10.422026811954167,10.515819581166253,385300
12/22/2021,10.582024574279785,10.626162277362592,10.466162445983764,10.521334837918735,524300
12/23/2021,11.001336097717285,11.084094180655265,10.460647781048499,10.488234510245238,835600
12/27/2021,11.039955139160156,11.244091649046304,10.990300084901147,11.062023467538607,384300
12/28/2021,10.30064868927002,10.609612681839877,10.206855917127696,10.582027005696995,370200
12/29/2021,10.195821762084961,10.344786946675361,10.124098368944848,10.206856454053023,272000
12/30/2021,10.168234825134277,10.322716284249717,10.140648098630795,10.17926951573567,477300
12/31/2021,9.870305061340332,10.377889282652934,9.831684694337104,10.355820952505121,465800
1/3/2022,9.875822067260742,10.179269751882584,9.837201701585936,10.140648333881737,423300
1/4/2022,9.964097023010254,10.239957967574526,9.787546186861277,10.118579530803602,903600
1/5/2022,9.417892456054688,10.074441797165715,9.373754747125222,9.975131689,1357600
1/6/2022,9.302030563354492,9.368236594881955,9.147548069247248,9.208237808419005,1317500
1/7/2022,9.004099846,9.064789582,8.711687431474292,8.998582501461136,1571100
1/10/2022,8.965480804,9.053756223562567,8.491000163596114,8.551689383,1386500
1/11/2022,9.219271659851074,9.279961400434173,8.866170011,8.899273027157685,1179400
1/12/2022,9.423410415649414,9.473065472973486,9.324100301001272,9.439962452199458,420800
1/13/2022,9.186168670654297,9.555822355411001,9.097893258084868,9.517201993952616,381600
1/14/2022,9.274444580078125,9.335134324093124,9.053756036831734,9.092376400359106,951100
1/18/2022,8.965480804,8.987550185386162,8.860653349617047,8.910308404412353,432700
1/19/2022,8.937893867492676,9.164099729,8.920790415376853,9.086857958501065,724100
1/20/2022,9.175133705,9.362719214290673,9.125479707846955,9.125479707846955,1053100
1/21/2022,8.226173400878906,8.386172729977847,8.071691417029617,8.292379965385743,2060300
1/24/2022,7.994451046,8.077209655396619,7.1392819057665475,7.2165231693134535,2417800
1/25/2022,7.933760643005371,8.077208457098472,7.735140956989295,7.8730714260412045,2022400
1/26/2022,7.955829620361328,8.354172888508367,7.889623057329445,8.264793581176782,813700
1/27/2022,7.641347408294678,7.994449036,7.624795374877232,7.944793988000163,391600
1/28/2022,8.115829467773438,8.143415669018031,7.867554708898149,7.966864296750449,568400
1/31/2022,8.270310401916504,8.331000142,8.001070185526418,8.027553019525199,228800
2/1/2022,8.281345367,8.435827343,8.209621461430668,8.380654945910468,353700
2/2/2022,8.071691513061523,8.242725008531618,7.958588564913005,8.242725008531618,387900
2/3/2022,7.790313243865967,7.972381430619372,7.779279079358826,7.828933608885473,880300
2/4/2022,8.733757019042969,8.794446234344765,8.066173546071335,8.110311252865909,2047500
2/7/2022,9.500649452209473,9.583408567859776,9.197202869244599,9.241340573172687,1056800
2/8/2022,9.528236389160156,9.539271078471819,9.202720420747383,9.390305929742063,645800
2/9/2022,9.644098281860352,9.649615627,9.406857703316572,9.478582137554728,896800
2/10/2022,9.495132446289062,9.853752487360339,9.362719329782738,9.362719329782738,2444200
2/11/2022,9.119963645935059,9.462030644388104,9.042721862150465,9.390307258366027,2498400
2/14/2022,9.070307731628418,9.219271835022736,8.993065955147946,9.180651473,1415800
2/15/2022,9.495132446289062,9.583408909619186,9.434443758927355,9.522719169931571,724500
2/16/2022,9.495132446289062,9.544787496519673,9.313064279552128,9.384788708696744,815200
2/17/2022,8.788929939,9.086859215,8.772377903613643,9.064790886,411100
2/18/2022,8.590310096740723,8.766861468,8.491000509270158,8.684102864913996,531000
2/22/2022,8.143415451049805,8.231690871739286,8.033071175187953,8.071691540198849,450000
2/23/2022,8.088242530822754,8.380654974626362,8.027553314535357,8.369620810830007,230800
2/24/2022,8.237208366394043,8.518586143401718,7.564107482190521,7.586176337762947,410400
2/25/2022,8.391689301,8.502033565,8.275827691805317,8.424792843,637700
2/28/2022,9.015134811401367,9.026169500590196,8.386171734037456,8.386171734037456,880100
3/1/2022,9.489619255065918,9.588928335655144,9.302033682,9.561342655323623,1025700
3/2/2022,9.434444427490234,9.754443078138396,9.351686355,9.428927082370752,1026800
3/3/2022,9.037202835083008,9.445477902802446,8.982031495636564,9.428925869573005,962800
3/4/2022,8.479965209960938,8.915825473,8.391689793581232,8.882722454897072,712500
3/7/2022,8.055140495300293,8.479966113429963,7.983416580309457,8.408242198439128,598100
3/8/2022,8.259277344,8.457897046830494,8.187553430541287,8.319966565928283,550300
3/9/2022,9.004099846,9.164099677236395,8.976514176086612,9.070306926661504,389400
3/10/2022,8.502034187316895,8.518585696587305,8.342034861,8.402724079368454,198900
3/11/2022,8.220656394958496,8.507552045826838,8.209622230166728,8.457896988856316,252800
3/14/2022,8.329346656799316,8.409346068924815,8.242726008561746,8.325484619842657,163800
3/15/2022,8.535138130187988,8.557206985632385,8.264793993290356,8.331001085786564,165800
3/16/2022,8.794447898864746,8.849620832044964,8.468932381185379,8.673069445287926,528100
3/17/2022,8.777895927,8.844103022847008,8.739275560238012,8.805482129492779,195900
3/18/2022,9.031687737,9.042721374463076,8.673068194926627,8.673068194926627,208900
3/21/2022,8.838584899902344,8.926860317812086,8.740930100453017,8.882722608857215,158200
3/22/2022,9.092375755310059,9.290995956303899,9.086858410579573,9.213755235,147600
3/23/2022,9.059271812438965,9.188926769526175,9.009616767270494,9.070306500771025,125300
3/24/2022,9.439962387084961,9.517203119133592,9.180652411219896,9.202721793,137300
3/25/2022,9.550305366516113,9.710305215464958,9.462029950656737,9.644098127407444,104800
3/28/2022,10.317198753356934,10.36133645814059,10.17375094972858,10.179268294367274,209700
3/29/2022,10.245475769042969,10.33375119104894,10.142303619646059,10.27306249612361,128500
3/30/2022,10.096511840820312,10.25651172057664,10.057891470486348,10.135133263480444,77100
3/31/2022,9.765479088,10.14064913571132,9.764926616614808,10.14064913571132,141200
4/1/2022,9.947545051574707,10.028647807637824,9.721339183690766,9.732372820609434,110600
4/4/2022,9.848236083984375,9.942028849,9.682718883285927,9.875821758,70500
4/5/2022,9.859271049499512,9.980649491536493,9.737891555136493,9.953063816813644,101000
4/6/2022,9.362719535827637,9.627546826994234,9.274444122880746,9.605477447594547,140300
4/7/2022,9.279961585998535,9.368237000070444,9.213755551607575,9.279961585998535,62200
4/8/2022,9.14203167,9.417892618258486,9.075825631245234,9.175134688802432,78300
4/11/2022,8.546172142028809,8.810998928789662,8.506999832,8.750309182780398,109500
4/12/2022,8.386172295,8.662033228822269,8.386172295,8.662033228822269,80000
4/13/2022,8.788929939,8.871688012899902,8.507551647067617,8.513068992286408,117700
4/14/2022,8.513068199157715,8.827549481047901,8.485482002,8.810997973096564,92600
4/18/2022,8.695137977600098,8.783413404594933,8.358587254478476,8.424794350887652,116500
4/19/2022,8.866170883178711,8.915825939028737,8.755826606935884,8.783412807537344,81100
4/20/2022,8.822031975,9.004100137411992,8.742032583,9.004100137411992,143700
4/21/2022,8.816515922546387,9.191686991986836,8.805481757884444,9.175134956,199600
4/22/2022,8.434724807739258,8.678585585927195,8.380655768907465,8.65651673,107400
4/25/2022,8.598585129,8.628929999172726,8.264793132999054,8.292379330973828,134600
4/26/2022,8.165483474731445,8.590309025080364,8.110311079337215,8.590309025080364,246500
4/27/2022,8.297897338867188,8.420931086607647,8.209621919224398,8.319966193777883,77800
4/28/2022,8.535138130187988,8.612378861161869,8.308932230342167,8.419276508,178800
4/29/2022,8.165483474731445,8.413758201679562,8.126862587,8.336516953360233,121400
5/2/2022,8.215138435,8.342034206752322,8.110310990495622,8.264792959279104,240800
5/3/2022,8.022036552,8.198587395302717,7.9889330063089075,8.165484375345441,127500
5/4/2022,8.507552146911621,8.540655167843276,8.242725348643232,8.331001298841382,253300
5/5/2022,7.729623794555664,8.402724121,7.575693231712976,8.402724121,384500
5/6/2022,7.663417339324951,7.740658068166438,7.525486865064579,7.663417339324951,114000
5/9/2022,6.582042217254639,7.117212063682669,6.477214765077156,6.9792815932534475,442200
5/10/2022,6.675835132598877,6.891006335,6.571007678013267,6.846868625208873,197900
5/11/2022,6.234457492828369,6.797213549785352,6.206871293,6.355836456549679,1101400
5/12/2022,6.091009616851807,6.355836396452143,5.908941436072885,6.074458107552721,1154000
5/13/2022,6.405491352081299,6.609628401,6.284112907565537,6.510318812355766,190200
5/16/2022,6.284111976623535,6.377904731958435,6.195836039830785,6.355835879300985,73800
5/17/2022,6.405491352081299,6.542870414,6.284112907565537,6.510318812355766,262900
5/18/2022,6.223422527313232,6.295146433334265,6.124112948806627,6.284112269572632,152800
