Price,Ticker,Open,High,Low,Close,Volume
Ticker,,BITO,BITO,BITO,BITO,BITO
Date,,,,,,
2023-01-03,BITO,3.209894635859856,3.214449936045091,3.1673796592438945,3.1856002807617188,2501100
2023-01-04,BITO,3.215968608856201,3.2615204556534723,3.203821430402823,3.215968608856201,4408000
2023-01-05,BITO,3.2220421715203824,3.235707783983383,3.2038215479774403,3.2311527729034424,1575900
2023-01-06,BITO,3.2038214496504294,3.276704520808555,3.194711138158559,3.240262985229492,2777900
2023-01-09,BITO,3.3070730078399397,3.3465514151796856,3.294925827859373,3.3040361404418945,5751700
2023-01-10,BITO,3.3222558644946454,3.364771127700806,3.307072110846015,3.3647711277008057,3269500
2023-01-11,BITO,3.3404780718744824,3.3829933515948967,3.3222571549624047,3.3799564838409424,3621100
2023-01-12,BITO,3.4983901129805846,3.6805977503577925,3.443727676961664,3.6745243072509766,13516600
2023-01-13,BITO,3.6502309655572343,3.759555578231812,3.6426387975586967,3.7595555782318115,11364700
2023-01-17,BITO,4.105750135600068,4.136117935180664,4.051087690898807,4.136117935180664,12929900
2023-01-18,BITO,4.136117837509329,4.163449059214552,3.9308304514216585,3.996425151824951,25287100
2023-01-19,BITO,4.008268517724236,4.089047256346178,3.996424854049058,4.072344779968262,6439700
2023-01-20,BITO,4.066271976183115,4.327436458170425,4.055642941608619,4.309215545654297,18107600
2023-01-23,BITO,4.403354811049621,4.476237855656791,4.342618940543645,4.454980373382568,11053400
2023-01-24,BITO,4.41398413998716,4.453462533476162,4.391208221715835,4.4397969245910645,6406000
2023-01-25,BITO,4.351729911540111,4.424612967248292,4.306178074125378,4.418539524078369,7939800
2023-01-26,BITO,4.470165033663442,4.482312209450102,4.403355422031058,4.4640913009643555,6300900
2023-01-27,BITO,4.415198910962944,4.536974474498146,4.401837104131156,4.448907375335693,13773400
2023-01-30,BITO,4.460446905937613,4.486867004769717,4.336545602994902,4.363876819610596,9829300
2023-01-31,BITO,4.439797987066652,4.47016607843673,4.430687675500262,4.442834854125977,5195500
2023-02-01,BITO,4.436391335163099,4.557578912805754,4.371962403824138,4.537636756896973,12718400
2023-02-02,BITO,4.602065224059629,4.653301494043273,4.528432250696618,4.592861175537109,12849700
2023-02-03,BITO,4.476276114863046,4.562181262481886,4.454799901106202,4.488548278808594,10411900
2023-02-06,BITO,4.37503062819959,4.447436482246813,4.36275846442505,4.417983055114746,7458700
2023-02-07,BITO,4.408778962733103,4.4854800587289985,4.361224365141257,4.4517316818237305,8196600
2023-02-08,BITO,4.42105153927413,4.436391818424241,4.336680442835748,4.375030994415283,6359800
2023-02-09,BITO,4.362758652004016,4.378098930529619,4.175607780656313,4.2062883377075195,14259400
2023-02-10,BITO,4.17407294584675,4.197083505643651,4.117314306245997,4.157198905944824,8246900
2023-02-13,BITO,4.120382704530203,4.151062965393066,4.080498102076183,4.151062965393066,8258100
2023-02-14,BITO,4.129587391120459,4.27225148930425,4.121917397868389,4.264581203460693,10406700
2023-02-15,BITO,4.339748197103406,4.663426626615991,4.325941976272994,4.629678249359131,16793400
2023-02-16,BITO,4.675698389128337,4.844440846113991,4.654222177498115,4.712514877319336,22172700
2023-02-17,BITO,4.580589355366812,4.80148829195154,4.5453066303114555,4.764671802520752,15277400
2023-02-21,BITO,4.71865008136448,4.7477965712480685,4.646857813299768,4.684901714324951,9128200
2023-02-22,BITO,4.586724501127108,4.61126882318947,4.514625591642843,4.552976131439209,9556300
2023-02-23,BITO,4.5959292840835,4.612803617922976,4.537636583006632,4.586725234985352,7942700
2023-02-24,BITO,4.537635598204134,4.565248032097302,4.353552900643939,4.4241180419921875,14551700
2023-02-27,BITO,4.536408678556879,4.559112015288461,4.399880559428074,4.442526340484619,7700000
2023-02-28,BITO,4.4640044195489095,4.506956851571744,4.41798358047823,4.433323860168457,6209700
2023-03-01,BITO,4.517051756888671,4.560306804886018,4.439810789168993,4.458348751068115,4919300
2023-03-02,BITO,4.436720741325931,4.492334328130373,4.418183075491707,4.473796367645264,5004500
2023-03-03,BITO,4.257523103313404,4.2729713595796515,4.2235371752484445,4.2297163009643555,9356000
2023-03-06,BITO,4.257522939987368,4.297688286878405,4.2389852688997935,4.245164394378662,5277600
2023-03-07,BITO,4.245163500614573,4.272970296042544,4.158653699567146,4.186460494995117,8581300
2023-03-08,BITO,4.177192819350015,4.223537294809711,4.152475431833723,4.192640781402588,5277000
2023-03-09,BITO,4.130846343235607,4.137025761225381,3.7878966003765595,3.8157033920288086,17443700
2023-03-10,BITO,3.790987578933709,3.8496905962412558,3.7261051415669644,3.7848081588745117,14404000
2023-03-13,BITO,4.26370243664788,4.660721052936132,4.217357668795146,4.628279685974121,29730600
2023-03-14,BITO,4.940333238451598,4.974319459799228,4.622100468643496,4.779672145843506,24717100
2023-03-15,BITO,4.776582763562868,4.788941309996174,4.551038922841308,4.64990758895874,16077600
2023-03-16,BITO,4.699341420139607,4.799754639165687,4.685438019619738,4.761134147644043,10952700
2023-03-17,BITO,5.07936729525813,5.144249439239502,4.98358805037809,5.144249439239502,27311800
2023-03-20,BITO,5.369792319043717,5.379061448186067,5.244662316782283,5.304910182952881,16942900
2023-03-21,BITO,5.357435743968413,5.441164958694565,5.297187858967196,5.379063129425049,11427000
2023-03-22,BITO,5.416139002078912,5.516551946086234,5.070099071096234,5.073188781738281,19835100
2023-03-23,BITO,5.218400515048422,5.490289099598056,5.199862844516103,5.431585788726807,19269700
